,Instrument,Name,Year_Month,Series,Data Points,Beta(J203),Beta(J200),Beta(J250),Beta(J257),Beta(J258)
671,J372,Household Goods & Home Construction,2019-Q2,ICB Sector Index Series,60,0.9999119372210874,0.8961835204140162,0.9724140363824728,0.8718766088780159,0.2525026788339916
672,J376,Personal Goods,2019-Q2,ICB Sector Index Series,60,1.1597444650963644,1.0989225706977657,0.971309669442458,0.9409883908897868,0.4501039193299427
673,J378,Tobacco,2019-Q2,ICB Sector Index Series,60,0.8408436600855269,0.7945126658272985,0.7644251651386247,0.7729809462590658,0.1574791403841166
676,J453,Health Care Equipment & Services,2019-Q2,ICB Sector Index Series,60,0.8958942907895336,0.7720011331181261,0.9464421801895024,0.7309503420462661,0.1409319605000765
677,J457,Pharmaceuticals & Biotechnology,2019-Q2,ICB Sector Index Series,60,0.9944906011455852,0.8653234195500225,1.0515015732455122,0.8514421755723397,0.1632491064142994
682,J533,Food & Drug Retailers,2019-Q2,ICB Sector Index Series,60,0.6784679690470787,0.55860300966146,0.7577825786854557,0.5362749435896809,0.0660771264906837
683,J537,General Retailers,2019-Q2,ICB Sector Index Series,60,0.9999551691149492,0.8739432613234329,1.0093539492660102,0.7714967988407784,0.1626458618708769
686,J555,Media,2019-Q2,ICB Sector Index Series,60,1.30580389357698,1.2633511457776727,1.4318622371559104,1.4197778346634713,0.1992528833959105
688,J575,Travel & Leisure,2019-Q2,ICB Sector Index Series,60,0.3971353921927858,0.2987031528723245,0.4152458483235255,0.2071185095420135,0.0202226017304411
691,J653,Fixed Line Telecommunications,2019-Q2,ICB Sector Index Series,60,0.8189609543734993,0.7085868023269497,0.7880190670744119,0.5889882610474716,0.1838981840905376
692,J657,Mobile Telecommunications,2019-Q2,ICB Sector Index Series,60,0.6785934479176086,0.56218731855549,0.6372695746233198,0.4153155519972159,0.1626850959399918
693,J835,Banks,2019-Q2,ICB Sector Index Series,60,1.01219056577377,0.8888552900342419,1.0085123178884556,0.7439223483652594,0.2128367027087351
694,J853,Non-life Insurance,2019-Q2,ICB Sector Index Series,60,0.5948237508494579,0.46472778008688503,0.5558690507501761,0.3210408558516199,0.1480413737582476
695,J857,Life Insurance,2019-Q2,ICB Sector Index Series,60,0.8085910428769737,0.6747996654307227,0.8918673785174599,0.5349545004562936,0.089328949797338
696,J863,Real Estate Investment & Services,2019-Q2,ICB Sector Index Series,60,0.8270132390308499,0.7585920413319621,0.8203770005069881,0.6669111822098721,0.126561888759336
697,J867,Real Estate Investment Trusts,2019-Q2,ICB Sector Index Series,60,0.5818316412678339,0.4696093282163106,0.6255416123094508,0.3866885215644282,0.0703425313537514
698,J877,General Financial,2019-Q2,ICB Sector Index Series,60,0.8682040971882954,0.7798415222726229,0.915930359947736,0.6809583720749082,0.1377387562459423
699,J898,Equity Investment Instruments,2019-Q2,ICB Sector Index Series,60,0.7598929601798095,0.7003019082650085,0.6832053675846995,0.6617192984355823,0.194028201694903
700,J953,Software & Computer Services,2019-Q2,ICB Sector Index Series,60,0.7215585248239313,0.6106451983135242,0.7103416329689269,0.5093722399418639,0.13212193239547
701,J957,Technology Hardware & Equipment,2019-Q2,ICB Sector Index Series,60,0.174463104315168,0.1540888103985338,0.1282061156353373,0.0827579689406452,0.0351596125277492
711,J055,Oil & Gas Producers,2019-Q3,ICB Sector Index Series,60,0.8745262988390855,0.7813748101961843,0.8010869380139475,0.619415854348937,0.134745029501724
713,J135,Chemicals,2019-Q3,ICB Sector Index Series,60,1.3137344721365083,1.217255304328624,1.0972384009845562,0.9772808778101068,0.5728750505193659
721,J173,Forestry & Paper,2019-Q3,ICB Sector Index Series,60,0.9434728290473574,0.8803422888346764,0.8435617062303338,0.733436537528252,0.27298354321678897
722,J175,Industrial Metals & Mining,2019-Q3,ICB Sector Index Series,60,0.9844511876148416,0.8284053303443428,0.7621296864789653,0.5652819486051576,1.1530072768454425
723,J177,Mining,2019-Q3,ICB Sector Index Series,60,1.1539699139473478,0.9934772910981756,0.7003889874607789,0.5598018855773901,1.1453995756556945
735,J235,Construction & Materials,2019-Q3,ICB Sector Index Series,60,0.6590150682718035,0.5316289170406256,0.526191385031844,0.3400717904948384,0.24634672299035298
746,J272,General Industrials,2019-Q3,ICB Sector Index Series,60,0.6980461154316845,0.5722503722072112,0.8286386879926706,0.548187716116039,0.0136487329306295
747,J273,Electronic & Electrical Equipment,2019-Q3,ICB Sector Index Series,60,0.5133976375351389,0.4151211161647748,0.3644190760334363,0.2203879284320112,0.2147457343787641
748,J275,Industrial Engineering,2019-Q3,ICB Sector Index Series,60,0.6040481893779454,0.4626868610728068,0.5490526935278124,0.2778830072248495,0.0763171948162451
749,J277,Industrial Transportation,2019-Q3,ICB Sector Index Series,60,0.8884760234812479,0.7151386080477017,0.8433483644040518,0.5374044999446842,0.2790888653133639
750,J279,Support Services,2019-Q3,ICB Sector Index Series,60,0.2857997167416912,0.1905224256458508,0.3266360621618464,0.142615068339981,-0.109625228864391
757,J335,Automobiles & Parts,2019-Q3,ICB Sector Index Series,60,0.7754573154368709,0.6529408837185594,0.7293611944946058,0.5110098967508778,0.193863403681377
758,J353,Beverages,2019-Q3,ICB Sector Index Series,60,0.7369685485781625,0.6940311738628907,0.7817762147780917,0.7403724686872428,-0.0655858847165557
759,J357,Food Producers,2019-Q3,ICB Sector Index Series,60,0.7560712176647126,0.6080139128330091,0.7789410639763907,0.5389042547609311,0.1347766839175577
760,J372,Household Goods & Home Construction,2019-Q3,ICB Sector Index Series,60,1.0054491546368896,0.8955738483113086,0.9711025764879896,0.8657426241257842,0.2854605611110813
761,J376,Personal Goods,2019-Q3,ICB Sector Index Series,60,1.1401959283129404,1.076236277953836,0.9558356213543304,0.9328153982535508,0.4551993648005456
762,J378,Tobacco,2019-Q3,ICB Sector Index Series,60,0.831980729810864,0.7746709159054995,0.7445070592173431,0.7530347434459854,0.1571314772740126
765,J453,Health Care Equipment & Services,2019-Q3,ICB Sector Index Series,60,0.8857307753485305,0.7625218329896299,0.9265557469627668,0.7211711662363621,0.1394470901568427
766,J457,Pharmaceuticals & Biotechnology,2019-Q3,ICB Sector Index Series,60,1.0380962371237406,0.9032371398653412,1.0817396606070966,0.8597121935338015,0.2068909391288271
771,J533,Food & Drug Retailers,2019-Q3,ICB Sector Index Series,60,0.6855600231086361,0.5610347016292816,0.7756125042604521,0.5444955350967519,0.0483444152390159
772,J537,General Retailers,2019-Q3,ICB Sector Index Series,60,1.0008107162671238,0.8716036813038386,1.0117005348826744,0.7720498802614072,0.16272728851749402
775,J555,Media,2019-Q3,ICB Sector Index Series,60,1.2712580358771652,1.2319159370809714,1.402248438551054,1.4115908569431708,0.1942977014268106
777,J575,Travel & Leisure,2019-Q3,ICB Sector Index Series,60,0.4684590168405586,0.3579171989835474,0.4653545619128071,0.24423754966740102,0.0324275967520655
780,J653,Fixed Line Telecommunications,2019-Q3,ICB Sector Index Series,60,0.8600991102088399,0.7481141519618248,0.8079046269597909,0.6035791783088672,0.2149744112554375
781,J657,Mobile Telecommunications,2019-Q3,ICB Sector Index Series,60,0.7092503737414222,0.5859771210147505,0.644586412667599,0.4285917939104373,0.1812481170331283
782,J835,Banks,2019-Q3,ICB Sector Index Series,60,1.0150623313446847,0.8881855142808582,1.0110610011024446,0.7399679099914266,0.2207987330798962
783,J853,Non-life Insurance,2019-Q3,ICB Sector Index Series,60,0.6122777969919393,0.4782117858197291,0.5512454603435823,0.3093371137118213,0.1589001880957676
784,J857,Life Insurance,2019-Q3,ICB Sector Index Series,60,0.8388588362515785,0.700753240192523,0.9035808057548516,0.5294882687756928,0.1038699694556563
785,J863,Real Estate Investment & Services,2019-Q3,ICB Sector Index Series,60,0.8430015059674265,0.7689730804425084,0.8140470019022854,0.6553057160544933,0.1438569001198607
786,J867,Real Estate Investment Trusts,2019-Q3,ICB Sector Index Series,60,0.6147510488463785,0.4984476454861661,0.6448572848296756,0.39770708000724897,0.0798034143241398
787,J877,General Financial,2019-Q3,ICB Sector Index Series,60,0.8918951729619026,0.7983504433178061,0.9346413440894882,0.6835786676886918,0.1440583689290402
788,J898,Equity Investment Instruments,2019-Q3,ICB Sector Index Series,60,0.7485933514503641,0.6794390604970152,0.6623114786926667,0.6498338725178138,0.1909890518739187
789,J953,Software & Computer Services,2019-Q3,ICB Sector Index Series,60,0.7314258413590954,0.6133466788720462,0.7123499726250104,0.5193013906919964,0.1257088230090867
790,J957,Technology Hardware & Equipment,2019-Q3,ICB Sector Index Series,60,0.1064856246824282,0.0925119556653169,0.0706323834717457,0.0419322362208838,0.0113732879820135
800,J055,Oil & Gas Producers,2019-Q4,ICB Sector Index Series,60,0.8620628678293635,0.7764113169696945,0.851384833198686,0.6428343918562186,0.0814798655833924
801,J135,Chemicals,2019-Q4,ICB Sector Index Series,60,1.3518647618215354,1.247814187714008,1.1382880316378008,0.9940733945949748,0.6255152252422163
809,J173,Forestry & Paper,2019-Q4,ICB Sector Index Series,60,0.9457524664964256,0.8845107946141787,0.8786628036930749,0.7411949420204,0.2933179628959464
810,J175,Industrial Metals & Mining,2019-Q4,ICB Sector Index Series,60,0.9848783979928459,0.8317160625095705,0.8038886944586106,0.5828425191216876,1.1231577879553467
811,J177,Mining,2019-Q4,ICB Sector Index Series,60,1.1836818210667002,1.0128824589153007,0.7781335963094339,0.6030437909436225,1.147346365835074
823,J235,Construction & Materials,2019-Q4,ICB Sector Index Series,60,0.6274932400247577,0.5061639466223521,0.5806855366845121,0.3636076407964914,0.2172030697904772
834,J272,General Industrials,2019-Q4,ICB Sector Index Series,60,0.6955200830965571,0.577683932087138,0.8279095241920524,0.5397584349484422,0.0558222671940657
835,J273,Electronic & Electrical Equipment,2019-Q4,ICB Sector Index Series,60,0.5294994363421838,0.435549023987687,0.4512122224609632,0.2718523435275068,0.2125559293428104
836,J275,Industrial Engineering,2019-Q4,ICB Sector Index Series,60,0.5688160298653568,0.4407902283487976,0.5787432806743096,0.276611153863904,0.0653460779987841
837,J277,Industrial Transportation,2019-Q4,ICB Sector Index Series,60,0.8843535819031076,0.7194572664334841,0.8450790918268409,0.5275616112279118,0.3262617539613877
838,J279,Support Services,2019-Q4,ICB Sector Index Series,60,0.2871866287032424,0.20649647500420898,0.3536203582814344,0.1378776709013897,-0.0701075139045067
845,J335,Automobiles & Parts,2019-Q4,ICB Sector Index Series,60,0.7557519938607963,0.6420911966325303,0.7401214768420552,0.5006706191709206,0.2279245566365316
846,J353,Beverages,2019-Q4,ICB Sector Index Series,60,0.7080529837281176,0.6749425097834271,0.8172444283298592,0.7590633313590652,-0.0936241211806788
847,J357,Food Producers,2019-Q4,ICB Sector Index Series,60,0.7330178128877054,0.6031446236302054,0.7525067925000957,0.5076631925096451,0.1873505429279896
848,J372,Household Goods & Home Construction,2019-Q4,ICB Sector Index Series,60,1.000772073273247,0.8966866810616928,0.9806424363639032,0.8506720910093007,0.30194872805330897
849,J376,Personal Goods,2019-Q4,ICB Sector Index Series,60,1.1501121464995607,1.0945811981726734,0.9727893082622115,0.9294401232323412,0.5015064118894514
850,J378,Tobacco,2019-Q4,ICB Sector Index Series,60,0.7967530380973012,0.7495078552758291,0.7553374000333629,0.7404807575124313,0.15408080989688
853,J453,Health Care Equipment & Services,2019-Q4,ICB Sector Index Series,60,0.8710527852845743,0.7555317276926937,0.90893517157202,0.6882078032059883,0.1829898598119648
854,J457,Pharmaceuticals & Biotechnology,2019-Q4,ICB Sector Index Series,60,1.0428367385295267,0.9118586721284162,1.0327752273002224,0.7994603301456533,0.3128607051635188
859,J533,Food & Drug Retailers,2019-Q4,ICB Sector Index Series,60,0.6863359519108897,0.5750483077323659,0.7471048934320874,0.5107754022628259,0.1219909278126705
860,J537,General Retailers,2019-Q4,ICB Sector Index Series,60,0.9998878708772494,0.8778685675783353,1.0101831281507143,0.7583139182158469,0.213805462369617
863,J555,Media,2019-Q4,ICB Sector Index Series,60,1.2650923758538937,1.2268557316588589,1.3765554847312156,1.3710328599973378,0.2375944062230119
865,J575,Travel & Leisure,2019-Q4,ICB Sector Index Series,60,0.4239675768674514,0.3319749481337248,0.4478402742575418,0.2223830487583098,0.0535067320546464
868,J653,Fixed Line Telecommunications,2019-Q4,ICB Sector Index Series,60,0.8594045899746239,0.7622896629623507,0.8346961631336048,0.6218013303266069,0.2527092928012307
869,J657,Mobile Telecommunications,2019-Q4,ICB Sector Index Series,60,0.6791666872024779,0.5625280690449153,0.6732326752860948,0.4317892049957728,0.1748064106726639
870,J835,Banks,2019-Q4,ICB Sector Index Series,60,1.0171495442201484,0.8959824454080196,1.0142366460073542,0.7311772841924101,0.2686723962983344
871,J853,Non-life Insurance,2019-Q4,ICB Sector Index Series,60,0.5749269632108156,0.4558396857637249,0.57535528021872,0.3162177002654822,0.1494703579028943
872,J857,Life Insurance,2019-Q4,ICB Sector Index Series,60,0.8483517822663664,0.7181178707771192,0.9166093642060241,0.531915803533786,0.14859461225548987
873,J863,Real Estate Investment & Services,2019-Q4,ICB Sector Index Series,60,0.8399732992649038,0.7746120914309915,0.8315174621835337,0.6571273481433282,0.17541205962289547
874,J867,Real Estate Investment Trusts,2019-Q4,ICB Sector Index Series,60,0.5782136255513225,0.47490108258200603,0.6133442595651029,0.3655386656503005,0.10865455544269399
875,J877,General Financial,2019-Q4,ICB Sector Index Series,60,0.8777576765518412,0.7914255992487059,0.9089676601364052,0.6512692557707179,0.1908056861111215
876,J898,Equity Investment Instruments,2019-Q4,ICB Sector Index Series,60,0.7242168815680439,0.6656218340632467,0.6684958584770607,0.6363939244014174,0.2107448136424296
877,J953,Software & Computer Services,2019-Q4,ICB Sector Index Series,60,0.7203060955320172,0.6176245332828136,0.7207989040691518,0.5210050348904575,0.1684949397570102
878,J957,Technology Hardware & Equipment,2019-Q4,ICB Sector Index Series,60,-0.0003627004400779,-0.0001976506739254,0.0004472196400095,0.0003311836534856,-0.001201453538204
888,J055,Oil & Gas Producers,2020-Q1,ICB Sector Index Series,60,0.8510028705467113,0.8076968269245977,0.9123655611801884,0.7062804054200216,0.1225314819574715
889,J135,Chemicals,2020-Q1,ICB Sector Index Series,60,1.8264715883459093,1.6072647479744877,1.5883439439632927,1.0001966979534025,0.8635386530836628
895,J173,Forestry & Paper,2020-Q1,ICB Sector Index Series,60,0.7815699467651003,0.7838346407080087,0.7640492998757081,0.7022794829869284,0.27526733619053
896,J175,Industrial Metals & Mining,2020-Q1,ICB Sector Index Series,60,1.0154061698424937,0.8799244154921808,0.8603770257529669,0.6669985721724103,1.0743632523695208
897,J177,Mining,2020-Q1,ICB Sector Index Series,60,1.1874490655421754,1.0586131953466391,0.8362444866671002,0.6719268148515061,1.1173123718549578
908,J235,Construction & Materials,2020-Q1,ICB Sector Index Series,60,0.7627632609151109,0.6581209074692219,0.7622412702426559,0.5535510089389171,0.3234967289552096
916,J272,General Industrials,2020-Q1,ICB Sector Index Series,60,0.9373298272719826,0.8164377137273933,1.0633301068989514,0.6863765576477954,0.2144911959993594
917,J273,Electronic & Electrical Equipment,2020-Q1,ICB Sector Index Series,60,0.7155011056334819,0.6196212285428393,0.6832260992066538,0.4200514538646789,0.3112457790388196
918,J275,Industrial Engineering,2020-Q1,ICB Sector Index Series,60,0.8822170561569445,0.7438823926045756,0.9073496376524148,0.5574670651742221,0.3035998314534263
919,J277,Industrial Transportation,2020-Q1,ICB Sector Index Series,60,1.1353437887473516,0.9643362793192852,1.1110604829936426,0.6768767046573955,0.4813037543135778
920,J279,Support Services,2020-Q1,ICB Sector Index Series,60,0.4574355078718355,0.3804294840677131,0.5441392742785637,0.309357432016268,0.0737942127411719
925,J335,Automobiles & Parts,2020-Q1,ICB Sector Index Series,60,0.90310005794227,0.7947549367516433,0.9310342435169195,0.6343950334035049,0.3519689471428234
926,J353,Beverages,2020-Q1,ICB Sector Index Series,60,0.8252590729841434,0.8098213514619882,0.9592161293271126,0.8655071666085224,0.0425601475081839
927,J357,Food Producers,2020-Q1,ICB Sector Index Series,60,0.5933666495948032,0.5377419670290424,0.6326124734027081,0.5522956323448724,0.1932884021449024
928,J372,Household Goods & Home Construction,2020-Q1,ICB Sector Index Series,60,0.97301037148213,0.9071800232381256,1.0073795903877667,0.8231819780109798,0.2913469256381504
929,J376,Personal Goods,2020-Q1,ICB Sector Index Series,60,1.0763372230681787,1.0746062135222347,0.9699910226183536,0.9486427319613464,0.4865657179802965
930,J378,Tobacco,2020-Q1,ICB Sector Index Series,60,0.6800670063307309,0.692327740595693,0.7046041428831828,0.7705406347783788,0.1459539283453627
933,J453,Health Care Equipment & Services,2020-Q1,ICB Sector Index Series,60,0.8884960939197586,0.8079744193703952,0.9539508327728482,0.7343974861019644,0.2482484469113303
934,J457,Pharmaceuticals & Biotechnology,2020-Q1,ICB Sector Index Series,60,1.0317931335847679,0.9498421126455598,1.057276720815326,0.8452601259272322,0.3517957491806321
939,J533,Food & Drug Retailers,2020-Q1,ICB Sector Index Series,60,0.6456605945334528,0.5899546962473119,0.7047431720002835,0.5718555863825427,0.1855915646060322
940,J537,General Retailers,2020-Q1,ICB Sector Index Series,60,1.0999138518247873,0.9936351143745455,1.141817858536548,0.8073608236521401,0.3193426200286338
943,J555,Media,2020-Q1,ICB Sector Index Series,60,1.282799969345052,1.3035504917651464,1.3608929133604992,1.3827250211127446,0.3406728822313029
945,J575,Travel & Leisure,2020-Q1,ICB Sector Index Series,60,1.0026604080687684,0.8494357957523555,1.0239920799634088,0.5796629298079778,0.3382366201738877
948,J653,Fixed Line Telecommunications,2020-Q1,ICB Sector Index Series,60,0.9376708944817156,0.8574500314388427,0.9570824759685364,0.7106473996828684,0.3318170374220827
949,J657,Mobile Telecommunications,2020-Q1,ICB Sector Index Series,60,0.7659751579519232,0.6665567304822264,0.8074220412835995,0.5535037109166983,0.2638479235137352
950,J835,Banks,2020-Q1,ICB Sector Index Series,60,1.133389332099461,1.0258829811439094,1.1544105803023346,0.7875472184850068,0.3860224551648568
951,J853,Non-life Insurance,2020-Q1,ICB Sector Index Series,60,0.4431567246884778,0.3850586451740764,0.4887343211096922,0.3860089373624389,0.1447101373739637
952,J857,Life Insurance,2020-Q1,ICB Sector Index Series,60,0.9995618367734528,0.8797328335700259,1.0720513574964907,0.6393700385833461,0.2722671847718084
953,J863,Real Estate Investment & Services,2020-Q1,ICB Sector Index Series,60,1.0640265434476852,0.9867069091216047,1.0775780651535076,0.7634696379745417,0.321578040816523
954,J867,Real Estate Investment Trusts,2020-Q1,ICB Sector Index Series,60,1.0229536454661448,0.8789727294491779,1.047604249695153,0.6108661535177609,0.3336209862935848
955,J877,General Financial,2020-Q1,ICB Sector Index Series,60,1.0698724070080279,0.9857970069903912,1.115498086036252,0.7663336833638599,0.3196191712329132
956,J898,Equity Investment Instruments,2020-Q1,ICB Sector Index Series,60,0.7271261322330098,0.6976762012506899,0.7356645369081865,0.684957002921173,0.2417190966163698
957,J953,Software & Computer Services,2020-Q1,ICB Sector Index Series,60,0.4656843769450153,0.44742324624282587,0.5204481714844468,0.5203812662120054,0.1346837219647691
961,J055,Oil & Gas Producers,2020-Q2,ICB Sector Index Series,60,0.4871031936360757,0.4731420059758572,0.5777372171936833,0.45432294276661406,0.0950532402026878
962,J135,Chemicals,2020-Q2,ICB Sector Index Series,60,2.3912202192081966,2.1489259343471736,2.0123992512959807,1.2856368578233388,1.1749708391386542
968,J173,Forestry & Paper,2020-Q2,ICB Sector Index Series,60,0.7440769320341807,0.7544215561545253,0.7517457939867128,0.7034328957137149,0.2941556595565127
969,J175,Industrial Metals & Mining,2020-Q2,ICB Sector Index Series,60,1.0483904087812248,0.9083806587598704,0.8345690049899934,0.6610862439183024,1.1054306884468603
970,J177,Mining,2020-Q2,ICB Sector Index Series,60,1.2542832364508252,1.1395785366384064,0.8996061160137053,0.7400612858177341,1.0954692447165084
981,J235,Construction & Materials,2020-Q2,ICB Sector Index Series,60,0.7345107190562922,0.6396874025903123,0.777099796620051,0.5766953420916929,0.3238522196839744
989,J272,General Industrials,2020-Q2,ICB Sector Index Series,60,0.8206905982894821,0.7196354569826529,0.9739296886462988,0.6350601186468434,0.2225396291930862
990,J273,Electronic & Electrical Equipment,2020-Q2,ICB Sector Index Series,60,0.4396899904248426,0.369216305838471,0.4347518714540162,0.2196307543344738,0.2221087273872049
991,J275,Industrial Engineering,2020-Q2,ICB Sector Index Series,60,0.7977728464577185,0.6646956896284937,0.8660154968307119,0.5046686184308765,0.2977611921787631
992,J277,Industrial Transportation,2020-Q2,ICB Sector Index Series,60,1.1337674533101674,0.9837626846686244,1.1208458505811052,0.6962963524003131,0.5339604927355771
993,J279,Support Services,2020-Q2,ICB Sector Index Series,60,0.48637872850977504,0.4077490091419567,0.5843101046207371,0.3559558521904617,0.1459477608206352
998,J335,Automobiles & Parts,2020-Q2,ICB Sector Index Series,60,0.9723687012233732,0.8629875331461583,1.0537683353506586,0.7381823021015671,0.3998418586679448
999,J353,Beverages,2020-Q2,ICB Sector Index Series,60,0.7470309637828144,0.7443870579784747,0.92543595467032,0.8559228333025258,0.0723156278700068
1000,J357,Food Producers,2020-Q2,ICB Sector Index Series,60,0.5364470275973116,0.4880954755010906,0.6182720715854396,0.5543055995254006,0.1863704560080466
1001,J372,Household Goods & Home Construction,2020-Q2,ICB Sector Index Series,60,0.9477512539510994,0.9008115768889084,1.036176689958067,0.8606636286667573,0.3171170624429734
1002,J376,Personal Goods,2020-Q2,ICB Sector Index Series,60,1.0024973370853836,1.0093370597146547,0.9583969972365532,0.9632293923834888,0.4598098745869316
1003,J378,Tobacco,2020-Q2,ICB Sector Index Series,60,0.6956737436438876,0.7148373212795706,0.7186253929089771,0.8027969851978984,0.217949101776959
1006,J453,Health Care Equipment & Services,2020-Q2,ICB Sector Index Series,60,0.6979285836551139,0.6366564741501162,0.8065408284757509,0.628011585834529,0.2069069838919785
1007,J457,Pharmaceuticals & Biotechnology,2020-Q2,ICB Sector Index Series,60,1.168112534958636,1.092023056236984,1.1720698711665165,0.9433846402108644,0.4987009455864142
1012,J533,Food & Drug Retailers,2020-Q2,ICB Sector Index Series,60,0.4746479265095844,0.4287979419700339,0.5690184842922679,0.4680924661477143,0.143248491844524
1013,J537,General Retailers,2020-Q2,ICB Sector Index Series,60,1.1657808511245462,1.0631559808345716,1.2654968690190211,0.8806193888376735,0.3860519310991722
1016,J555,Media,2020-Q2,ICB Sector Index Series,60,1.2319219962058396,1.247096687300992,1.3986279297297797,1.4180461628520995,0.3579124528909305
1018,J575,Travel & Leisure,2020-Q2,ICB Sector Index Series,60,1.1886475363953921,1.0342496747611605,1.2753698055326632,0.7915293907889879,0.4352335803327981
1021,J653,Fixed Line Telecommunications,2020-Q2,ICB Sector Index Series,60,1.0708509836339937,0.9876945385986896,1.1556498751149429,0.8926230175732192,0.3989478892750192
1022,J657,Mobile Telecommunications,2020-Q2,ICB Sector Index Series,60,0.5868947890960845,0.4987959094657073,0.6366875241050245,0.4211536212717084,0.2398211579461468
1023,J835,Banks,2020-Q2,ICB Sector Index Series,60,1.1033997126270625,1.008543747957012,1.1905462182417972,0.7946571737983481,0.3919401414118334
1024,J853,Non-life Insurance,2020-Q2,ICB Sector Index Series,60,0.2997079044911014,0.2528421480636949,0.3561905012915686,0.2896660316133803,0.1163387515981164
1025,J857,Life Insurance,2020-Q2,ICB Sector Index Series,60,1.013288978818061,0.90851276670588,1.1266904546368122,0.7053316200573464,0.3210050329200289
1026,J863,Real Estate Investment & Services,2020-Q2,ICB Sector Index Series,60,1.004994193580105,0.9409353090347068,1.053472223747762,0.7628671921598669,0.3466408066293097
1027,J867,Real Estate Investment Trusts,2020-Q2,ICB Sector Index Series,60,1.0009094062481871,0.8721453984883243,1.0867589879172304,0.6636755488856168,0.3556123849922383
1028,J877,General Financial,2020-Q2,ICB Sector Index Series,60,1.0246141723162607,0.9509867277790096,1.1077520341585372,0.7834909168561324,0.3509677263710834
1029,J898,Equity Investment Instruments,2020-Q2,ICB Sector Index Series,60,0.4650536543210955,0.453500776506992,0.513362891075306,0.5083796270442971,0.155936408378678
1030,J953,Software & Computer Services,2020-Q2,ICB Sector Index Series,60,0.5530481702178751,0.5332592916363723,0.5992700604045391,0.6109782189296128,0.2269411977060454
5,J150,Gold Mining,2017-Q3,ICB Sub-Sector Index Series,60,0.9571804926678212,0.7967228494757688,0.7404625504446267,0.6376576961742707,0.8451530255651593
6,J151,Coal Mining,2017-Q3,ICB Sub-Sector Index Series,60,0.99709523424474,0.8154444333404332,0.7202949081112443,0.5891135770829478,0.961868250356646
7,J153,Platinum & Precious Metals,2017-Q3,ICB Sub-Sector Index Series,60,1.1317490200391702,0.9100441808538444,0.8314519870883751,0.669352756689798,0.9317847514147783
8,J154,General Mining,2017-Q3,ICB Sub-Sector Index Series,60,1.3697294717488353,1.204947391141202,0.8206985714707045,0.7124305144331793,1.1795882547925167
94,J150,Gold Mining,2017-Q4,ICB Sub-Sector Index Series,60,0.954605903139632,0.8132815098052888,0.7251658098516128,0.6585705024028977,0.8620249541623085
95,J151,Coal Mining,2017-Q4,ICB Sub-Sector Index Series,60,1.008782127463946,0.8311155384171632,0.7182438156612826,0.6056700773833411,0.972608702651978
96,J153,Platinum & Precious Metals,2017-Q4,ICB Sub-Sector Index Series,60,1.1652777951564823,0.93802838780497,0.8378244011219615,0.7135597059201695,0.9516620942394144
97,J154,General Mining,2017-Q4,ICB Sub-Sector Index Series,60,1.3817708376019315,1.1964605417826708,0.8079902878783051,0.7115396856594008,1.1769816477318131
183,J150,Gold Mining,2018-Q1,ICB Sub-Sector Index Series,60,0.9586981617203738,0.8018932228950325,0.7417699493360387,0.6138069986127617,0.8514223122330917
184,J151,Coal Mining,2018-Q1,ICB Sub-Sector Index Series,60,1.0409568945015402,0.8526986586974848,0.7784661125495719,0.6047476570312883,0.9542022935997521
185,J153,Platinum & Precious Metals,2018-Q1,ICB Sub-Sector Index Series,60,1.1672688976994463,0.9538895466837368,0.8722840261918552,0.7170356174908005,0.9579287592758292
186,J154,General Mining,2018-Q1,ICB Sub-Sector Index Series,60,1.3151251596528668,1.1660572057419647,0.8135335627963179,0.6857034799678121,1.1781072286979446
272,J150,Gold Mining,2018-Q2,ICB Sub-Sector Index Series,60,0.9127311000382856,0.7994492885530152,0.6891443773446649,0.5920067776996638,0.8201578540408965
273,J151,Coal Mining,2018-Q2,ICB Sub-Sector Index Series,60,0.9506901192113985,0.8116436865407297,0.6759276018883481,0.5159046790653316,0.9649637607004252
274,J153,Platinum & Precious Metals,2018-Q2,ICB Sub-Sector Index Series,60,1.1650984402992763,0.9786930402637573,0.856116208867485,0.7346110629354682,1.0113131258824266
275,J154,General Mining,2018-Q2,ICB Sub-Sector Index Series,60,1.1828358440795659,1.0601589066174086,0.6918663852986423,0.5840115653322288,1.1861864685601946
361,J150,Gold Mining,2018-Q3,ICB Sub-Sector Index Series,60,0.9435381972509704,0.8202501870726882,0.7097873761334129,0.6039100081432403,0.8270061264751188
362,J151,Coal Mining,2018-Q3,ICB Sub-Sector Index Series,60,0.972100534433976,0.8301838471770752,0.695926119002371,0.5381324731850572,0.9930778753492888
363,J153,Platinum & Precious Metals,2018-Q3,ICB Sub-Sector Index Series,60,1.04743933194713,0.8842525528319848,0.7765992965724507,0.6256418990437862,0.9684287484472252
364,J154,General Mining,2018-Q3,ICB Sub-Sector Index Series,60,1.1162550889986271,0.9890986883674208,0.6750856066719164,0.5571402838411467,1.1876227584113224
450,J150,Gold Mining,2018-Q4,ICB Sub-Sector Index Series,60,0.9289857983340628,0.790838058746348,0.6832197408142134,0.5678073251706198,0.8303197102890658
451,J151,Coal Mining,2018-Q4,ICB Sub-Sector Index Series,60,0.9714744098996893,0.8102004583488633,0.6858141495952289,0.5161197453911024,0.9719401616331704
